case_id,activity,timestamp,marsruts,transporta_veids,gaidisanas_laiks_s,apstajas_pie_luksofora
10,Ierasanas krustojuma,2026-03-15 00:03:00.000,R7,Autobuss,1.32,Ja
10,Gaidisana pie luksofora,2026-03-15 00:03:01.154,R7,Autobuss,1.32,Ja
10,Krustojuma skersosana,2026-03-15 00:03:02.476,R7,Autobuss,1.32,Ja
10,Izbrauksana no krustojuma,2026-03-15 00:03:08.488,R7,Autobuss,1.32,Ja
11,Ierasanas krustojuma,2026-03-15 00:00:00.000,R2,Auto,0.0,Ne
11,Gaidisana pie luksofora,2026-03-15 00:00:01.970,R2,Auto,0.0,Ne
11,Krustojuma skersosana,2026-03-15 00:00:01.970,R2,Auto,0.0,Ne
11,Izbrauksana no krustojuma,2026-03-15 00:00:10.100,R2,Auto,0.0,Ne
12,Ierasanas krustojuma,2026-03-15 00:03:00.000,R4,Autobuss,0.0,Ne
12,Gaidisana pie luksofora,2026-03-15 00:03:01.013,R4,Autobuss,0.0,Ne
12,Krustojuma skersosana,2026-03-15 00:03:01.013,R4,Autobuss,0.0,Ne
12,Izbrauksana no krustojuma,2026-03-15 00:03:05.017,R4,Autobuss,0.0,Ne
13,Ierasanas krustojuma,2026-03-15 00:00:00.000,R3,Auto,23.83,Ja
13,Gaidisana pie luksofora,2026-03-15 00:00:01.165,R3,Auto,23.83,Ja
13,Krustojuma skersosana,2026-03-15 00:00:25.000,R3,Auto,23.83,Ja
13,Izbrauksana no krustojuma,2026-03-15 00:00:32.987,R3,Auto,23.83,Ja
14,Ierasanas krustojuma,2026-03-15 00:00:00.000,R1,Auto,0.0,Ne
14,Gaidisana pie luksofora,2026-03-15 00:00:01.686,R1,Auto,0.0,Ne
14,Krustojuma skersosana,2026-03-15 00:00:01.686,R1,Auto,0.0,Ne
14,Izbrauksana no krustojuma,2026-03-15 00:00:07.140,R1,Auto,0.0,Ne
15,Ierasanas krustojuma,2026-03-15 00:00:00.000,R4,Auto,24.02,Ja
15,Gaidisana pie luksofora,2026-03-15 00:00:00.981,R4,Auto,24.02,Ja
15,Krustojuma skersosana,2026-03-15 00:00:25.000,R4,Auto,24.02,Ja
15,Izbrauksana no krustojuma,2026-03-15 00:00:28.775,R4,Auto,24.02,Ja
16,Ierasanas krustojuma,2026-03-15 00:00:00.000,R5,Auto,23.78,Ja
16,Gaidisana pie luksofora,2026-03-15 00:00:01.217,R5,Auto,23.78,Ja
16,Krustojuma skersosana,2026-03-15 00:00:25.000,R5,Auto,23.78,Ja
16,Izbrauksana no krustojuma,2026-03-15 00:00:35.273,R5,Auto,23.78,Ja
17,Ierasanas krustojuma,2026-03-15 00:00:00.000,R7,Auto,23.78,Ja
17,Gaidisana pie luksofora,2026-03-15 00:00:01.218,R7,Auto,23.78,Ja
17,Krustojuma skersosana,2026-03-15 00:00:25.000,R7,Auto,23.78,Ja
17,Izbrauksana no krustojuma,2026-03-15 00:00:28.438,R7,Auto,23.78,Ja
18,Ierasanas krustojuma,2026-03-15 00:00:00.000,R8,Auto,0.0,Ne
18,Gaidisana pie luksofora,2026-03-15 00:00:01.731,R8,Auto,0.0,Ne
18,Krustojuma skersosana,2026-03-15 00:00:01.731,R8,Auto,0.0,Ne
18,Izbrauksana no krustojuma,2026-03-15 00:00:07.418,R8,Auto,0.0,Ne
19,Ierasanas krustojuma,2026-03-15 00:00:24.922,R2,Auto,43.33,Ja
19,Gaidisana pie luksofora,2026-03-15 00:00:26.669,R2,Auto,43.33,Ja
19,Krustojuma skersosana,2026-03-15 00:01:10.000,R2,Auto,43.33,Ja
19,Izbrauksana no krustojuma,2026-03-15 00:01:18.126,R2,Auto,43.33,Ja
20,Ierasanas krustojuma,2026-03-15 00:00:04.332,R3,Auto,19.63,Ja
20,Gaidisana pie luksofora,2026-03-15 00:00:05.367,R3,Auto,19.63,Ja
20,Krustojuma skersosana,2026-03-15 00:00:25.000,R3,Auto,19.63,Ja
20,Izbrauksana no krustojuma,2026-03-15 00:00:35.958,R3,Auto,19.63,Ja
21,Ierasanas krustojuma,2026-03-15 00:02:35.745,R1,Auto,0.0,Ne
21,Gaidisana pie luksofora,2026-03-15 00:02:37.513,R1,Auto,0.0,Ne
21,Krustojuma skersosana,2026-03-15 00:02:37.513,R1,Auto,0.0,Ne
21,Izbrauksana no krustojuma,2026-03-15 00:02:44.036,R1,Auto,0.0,Ne
22,Ierasanas krustojuma,2026-03-15 00:00:14.873,R4,Auto,9.12,Ja
22,Gaidisana pie luksofora,2026-03-15 00:00:15.884,R4,Auto,9.12,Ja
22,Krustojuma skersosana,2026-03-15 00:00:25.000,R4,Auto,9.12,Ja
22,Izbrauksana no krustojuma,2026-03-15 00:00:30.245,R4,Auto,9.12,Ja
23,Ierasanas krustojuma,2026-03-15 00:05:38.478,R5,Auto,0.0,Ne
23,Gaidisana pie luksofora,2026-03-15 00:05:39.812,R5,Auto,0.0,Ne
23,Krustojuma skersosana,2026-03-15 00:05:39.812,R5,Auto,0.0,Ne
23,Izbrauksana no krustojuma,2026-03-15 00:05:50.897,R5,Auto,0.0,Ne
24,Ierasanas krustojuma,2026-03-15 00:00:20.980,R7,Auto,2.86,Ja
24,Gaidisana pie luksofora,2026-03-15 00:00:22.136,R7,Auto,2.86,Ja
24,Krustojuma skersosana,2026-03-15 00:00:25.000,R7,Auto,2.86,Ja
24,Izbrauksana no krustojuma,2026-03-15 00:00:29.972,R7,Auto,2.86,Ja
25,Ierasanas krustojuma,2026-03-15 00:00:42.274,R8,Auto,26.03,Ja
25,Gaidisana pie luksofora,2026-03-15 00:00:43.973,R8,Auto,26.03,Ja
25,Krustojuma skersosana,2026-03-15 00:01:10.000,R8,Auto,26.03,Ja
25,Izbrauksana no krustojuma,2026-03-15 00:01:16.349,R8,Auto,26.03,Ja
26,Ierasanas krustojuma,2026-03-15 00:01:42.524,R3,Auto,0.0,Ne
26,Gaidisana pie luksofora,2026-03-15 00:01:43.658,R3,Auto,0.0,Ne
26,Krustojuma skersosana,2026-03-15 00:01:43.658,R3,Auto,0.0,Ne
26,Izbrauksana no krustojuma,2026-03-15 00:01:52.062,R3,Auto,0.0,Ne
27,Ierasanas krustojuma,2026-03-15 00:00:19.166,R4,Auto,4.84,Ja
27,Gaidisana pie luksofora,2026-03-15 00:00:20.157,R4,Auto,4.84,Ja
27,Krustojuma skersosana,2026-03-15 00:00:25.000,R4,Auto,4.84,Ja
27,Izbrauksana no krustojuma,2026-03-15 00:00:31.715,R4,Auto,4.84,Ja
28,Ierasanas krustojuma,2026-03-15 00:00:20.598,R4,Auto,3.42,Ja
28,Gaidisana pie luksofora,2026-03-15 00:00:21.583,R4,Auto,3.42,Ja
28,Krustojuma skersosana,2026-03-15 00:00:25.000,R4,Auto,3.42,Ja
28,Izbrauksana no krustojuma,2026-03-15 00:00:33.339,R4,Auto,3.42,Ja
29,Ierasanas krustojuma,2026-03-15 00:00:21.739,R4,Auto,2.3,Ja
29,Gaidisana pie luksofora,2026-03-15 00:00:22.699,R4,Auto,2.3,Ja
29,Krustojuma skersosana,2026-03-15 00:00:25.000,R4,Auto,2.3,Ja
29,Izbrauksana no krustojuma,2026-03-15 00:00:34.962,R4,Auto,2.3,Ja
30,Ierasanas krustojuma,2026-03-15 00:00:51.124,R7,Auto,0.0,Ne
30,Gaidisana pie luksofora,2026-03-15 00:00:52.255,R7,Auto,0.0,Ne
30,Krustojuma skersosana,2026-03-15 00:00:52.255,R7,Auto,0.0,Ne
30,Izbrauksana no krustojuma,2026-03-15 00:00:55.935,R7,Auto,0.0,Ne
31,Ierasanas krustojuma,2026-03-15 00:00:22.452,R4,Auto,1.58,Ja
31,Gaidisana pie luksofora,2026-03-15 00:00:23.420,R4,Auto,1.58,Ja
31,Krustojuma skersosana,2026-03-15 00:00:25.000,R4,Auto,1.58,Ja
31,Izbrauksana no krustojuma,2026-03-15 00:00:36.528,R4,Auto,1.58,Ja
32,Ierasanas krustojuma,2026-03-15 00:00:25.387,R4,Auto,0.0,Ne
32,Gaidisana pie luksofora,2026-03-15 00:00:26.402,R4,Auto,0.0,Ne
32,Krustojuma skersosana,2026-03-15 00:00:26.402,R4,Auto,0.0,Ne
32,Izbrauksana no krustojuma,2026-03-15 00:00:37.590,R4,Auto,0.0,Ne
33,Ierasanas krustojuma,2026-03-15 00:01:07.184,R2,Auto,1.09,Ja
33,Gaidisana pie luksofora,2026-03-15 00:01:08.911,R2,Auto,1.09,Ja
33,Krustojuma skersosana,2026-03-15 00:01:10.000,R2,Auto,1.09,Ja
33,Izbrauksana no krustojuma,2026-03-15 00:01:19.397,R2,Auto,1.09,Ja
34,Ierasanas krustojuma,2026-03-15 00:00:28.522,R4,Auto,0.0,Ne
34,Gaidisana pie luksofora,2026-03-15 00:00:29.606,R4,Auto,0.0,Ne
34,Krustojuma skersosana,2026-03-15 00:00:29.606,R4,Auto,0.0,Ne
34,Izbrauksana no krustojuma,2026-03-15 00:00:38.929,R4,Auto,0.0,Ne
35,Ierasanas krustojuma,2026-03-15 00:00:34.641,R4,Auto,0.0,Ne
35,Gaidisana pie luksofora,2026-03-15 00:00:35.770,R4,Auto,0.0,Ne
35,Krustojuma skersosana,2026-03-15 00:00:35.770,R4,Auto,0.0,Ne
35,Izbrauksana no krustojuma,2026-03-15 00:00:40.381,R4,Auto,0.0,Ne
36,Ierasanas krustojuma,2026-03-15 00:00:36.054,R4,Auto,0.0,Ne
36,Gaidisana pie luksofora,2026-03-15 00:00:37.190,R4,Auto,0.0,Ne
36,Krustojuma skersosana,2026-03-15 00:00:37.190,R4,Auto,0.0,Ne
36,Izbrauksana no krustojuma,2026-03-15 00:00:41.611,R4,Auto,0.0,Ne
37,Ierasanas krustojuma,2026-03-15 00:00:40.087,R4,Auto,0.0,Ne
37,Gaidisana pie luksofora,2026-03-15 00:00:41.068,R4,Auto,0.0,Ne
37,Krustojuma skersosana,2026-03-15 00:00:41.068,R4,Auto,0.0,Ne
37,Izbrauksana no krustojuma,2026-03-15 00:00:45.296,R4,Auto,0.0,Ne
38,Ierasanas krustojuma,2026-03-15 00:00:42.787,R4,Auto,0.0,Ne
38,Gaidisana pie luksofora,2026-03-15 00:00:43.810,R4,Auto,0.0,Ne
38,Krustojuma skersosana,2026-03-15 00:00:43.810,R4,Auto,0.0,Ne
38,Izbrauksana no krustojuma,2026-03-15 00:00:47.797,R4,Auto,0.0,Ne
39,Ierasanas krustojuma,2026-03-15 00:04:32.102,R8,Auto,5.68,Ja
39,Gaidisana pie luksofora,2026-03-15 00:04:34.317,R8,Auto,5.68,Ja
39,Krustojuma skersosana,2026-03-15 00:04:40.000,R8,Auto,5.68,Ja
39,Izbrauksana no krustojuma,2026-03-15 00:04:45.943,R8,Auto,5.68,Ja
40,Ierasanas krustojuma,2026-03-15 00:00:45.413,R4,Auto,0.0,Ne
40,Gaidisana pie luksofora,2026-03-15 00:00:46.375,R4,Auto,0.0,Ne
40,Krustojuma skersosana,2026-03-15 00:00:46.375,R4,Auto,0.0,Ne
40,Izbrauksana no krustojuma,2026-03-15 00:00:50.821,R4,Auto,0.0,Ne
41,Ierasanas krustojuma,2026-03-15 00:00:49.204,R4,Auto,0.0,Ne
41,Gaidisana pie luksofora,2026-03-15 00:00:50.207,R4,Auto,0.0,Ne
41,Krustojuma skersosana,2026-03-15 00:00:50.207,R4,Auto,0.0,Ne
41,Izbrauksana no krustojuma,2026-03-15 00:00:54.473,R4,Auto,0.0,Ne
42,Ierasanas krustojuma,2026-03-15 00:00:52.901,R4,Auto,0.0,Ne
42,Gaidisana pie luksofora,2026-03-15 00:00:53.875,R4,Auto,0.0,Ne
42,Krustojuma skersosana,2026-03-15 00:00:53.875,R4,Auto,0.0,Ne
42,Izbrauksana no krustojuma,2026-03-15 00:00:57.866,R4,Auto,0.0,Ne
43,Ierasanas krustojuma,2026-03-15 00:01:30.700,R7,Auto,3.08,Ja
43,Gaidisana pie luksofora,2026-03-15 00:01:31.921,R7,Auto,3.08,Ja
43,Krustojuma skersosana,2026-03-15 00:01:34.999,R7,Auto,3.08,Ja
43,Izbrauksana no krustojuma,2026-03-15 00:01:38.385,R7,Auto,3.08,Ja
44,Ierasanas krustojuma,2026-03-15 00:00:57.864,R4,Auto,0.0,Ne
44,Gaidisana pie luksofora,2026-03-15 00:00:58.919,R4,Auto,0.0,Ne
44,Krustojuma skersosana,2026-03-15 00:00:58.919,R4,Auto,0.0,Ne
44,Izbrauksana no krustojuma,2026-03-15 00:01:02.925,R4,Auto,0.0,Ne
45,Ierasanas krustojuma,2026-03-15 00:01:12.309,R4,Auto,21.73,Ja
45,Gaidisana pie luksofora,2026-03-15 00:01:13.271,R4,Auto,21.73,Ja
45,Krustojuma skersosana,2026-03-15 00:01:34.999,R4,Auto,21.73,Ja
45,Izbrauksana no krustojuma,2026-03-15 00:01:38.809,R4,Auto,21.73,Ja
46,Ierasanas krustojuma,2026-03-15 00:01:24.570,R2,Auto,0.0,Ne
46,Gaidisana pie luksofora,2026-03-15 00:01:26.306,R2,Auto,0.0,Ne
46,Krustojuma skersosana,2026-03-15 00:01:26.306,R2,Auto,0.0,Ne
46,Izbrauksana no krustojuma,2026-03-15 00:01:36.040,R2,Auto,0.0,Ne
47,Ierasanas krustojuma,2026-03-15 00:01:13.578,R4,Auto,20.36,Ja
47,Gaidisana pie luksofora,2026-03-15 00:01:14.641,R4,Auto,20.36,Ja
47,Krustojuma skersosana,2026-03-15 00:01:34.999,R4,Auto,20.36,Ja
47,Izbrauksana no krustojuma,2026-03-15 00:01:40.638,R4,Auto,20.36,Ja
48,Ierasanas krustojuma,2026-03-15 00:01:13.823,R4,Auto,20.16,Ja
48,Gaidisana pie luksofora,2026-03-15 00:01:14.840,R4,Auto,20.16,Ja
48,Krustojuma skersosana,2026-03-15 00:01:34.999,R4,Auto,20.16,Ja
48,Izbrauksana no krustojuma,2026-03-15 00:01:41.763,R4,Auto,20.16,Ja
49,Ierasanas krustojuma,2026-03-15 00:01:26.530,R4,Auto,7.33,Ja
49,Gaidisana pie luksofora,2026-03-15 00:01:27.674,R4,Auto,7.33,Ja
49,Krustojuma skersosana,2026-03-15 00:01:34.999,R4,Auto,7.33,Ja
49,Izbrauksana no krustojuma,2026-03-15 00:01:42.826,R4,Auto,7.33,Ja
50,Ierasanas krustojuma,2026-03-15 00:01:32.666,R2,Auto,45.61,Ja
50,Gaidisana pie luksofora,2026-03-15 00:01:34.385,R2,Auto,45.61,Ja
50,Krustojuma skersosana,2026-03-15 00:02:19.999,R2,Auto,45.61,Ja
50,Izbrauksana no krustojuma,2026-03-15 00:02:29.250,R2,Auto,45.61,Ja
51,Ierasanas krustojuma,2026-03-15 00:01:28.200,R4,Auto,5.6,Ja
51,Gaidisana pie luksofora,2026-03-15 00:01:29.398,R4,Auto,5.6,Ja
51,Krustojuma skersosana,2026-03-15 00:01:34.999,R4,Auto,5.6,Ja
51,Izbrauksana no krustojuma,2026-03-15 00:01:44.244,R4,Auto,5.6,Ja
52,Ierasanas krustojuma,2026-03-15 00:01:31.805,R4,Auto,2.22,Ja
52,Gaidisana pie luksofora,2026-03-15 00:01:32.776,R4,Auto,2.22,Ja
52,Krustojuma skersosana,2026-03-15 00:01:34.999,R4,Auto,2.22,Ja
52,Izbrauksana no krustojuma,2026-03-15 00:01:45.971,R4,Auto,2.22,Ja
53,Ierasanas krustojuma,2026-03-15 00:02:38.397,R7,Auto,5.56,Ja
53,Gaidisana pie luksofora,2026-03-15 00:02:39.435,R7,Auto,5.56,Ja
53,Krustojuma skersosana,2026-03-15 00:02:45.000,R7,Auto,5.56,Ja
53,Izbrauksana no krustojuma,2026-03-15 00:02:48.773,R7,Auto,5.56,Ja
54,Ierasanas krustojuma,2026-03-15 00:01:34.636,R4,Auto,0.0,Ne
54,Gaidisana pie luksofora,2026-03-15 00:01:35.612,R4,Auto,0.0,Ne
54,Krustojuma skersosana,2026-03-15 00:01:35.612,R4,Auto,0.0,Ne
54,Izbrauksana no krustojuma,2026-03-15 00:01:47.758,R4,Auto,0.0,Ne
55,Ierasanas krustojuma,2026-03-15 00:02:22.843,R2,Auto,0.0,Ne
55,Gaidisana pie luksofora,2026-03-15 00:02:24.521,R2,Auto,0.0,Ne
55,Krustojuma skersosana,2026-03-15 00:02:24.521,R2,Auto,0.0,Ne
55,Izbrauksana no krustojuma,2026-03-15 00:02:33.223,R2,Auto,0.0,Ne
56,Ierasanas krustojuma,2026-03-15 00:01:36.784,R4,Auto,0.0,Ne
56,Gaidisana pie luksofora,2026-03-15 00:01:37.863,R4,Auto,0.0,Ne
56,Krustojuma skersosana,2026-03-15 00:01:37.863,R4,Auto,0.0,Ne
56,Izbrauksana no krustojuma,2026-03-15 00:01:49.246,R4,Auto,0.0,Ne
57,Ierasanas krustojuma,2026-03-15 00:01:51.946,R4,Auto,0.0,Ne
57,Gaidisana pie luksofora,2026-03-15 00:01:52.925,R4,Auto,0.0,Ne
57,Krustojuma skersosana,2026-03-15 00:01:52.925,R4,Auto,0.0,Ne
57,Izbrauksana no krustojuma,2026-03-15 00:01:56.959,R4,Auto,0.0,Ne
58,Ierasanas krustojuma,2026-03-15 00:02:33.614,R3,Auto,10.3,Ja
58,Gaidisana pie luksofora,2026-03-15 00:02:34.702,R3,Auto,10.3,Ja
58,Krustojuma skersosana,2026-03-15 00:02:45.000,R3,Auto,10.3,Ja
58,Izbrauksana no krustojuma,2026-03-15 00:02:52.890,R3,Auto,10.3,Ja
59,Ierasanas krustojuma,2026-03-15 00:01:53.532,R4,Auto,0.0,Ne
59,Gaidisana pie luksofora,2026-03-15 00:01:54.553,R4,Auto,0.0,Ne
59,Krustojuma skersosana,2026-03-15 00:01:54.553,R4,Auto,0.0,Ne
59,Izbrauksana no krustojuma,2026-03-15 00:01:58.318,R4,Auto,0.0,Ne
60,Ierasanas krustojuma,2026-03-15 00:02:26.015,R4,Auto,17.98,Ja
60,Gaidisana pie luksofora,2026-03-15 00:02:27.021,R4,Auto,17.98,Ja
60,Krustojuma skersosana,2026-03-15 00:02:45.000,R4,Auto,17.98,Ja
60,Izbrauksana no krustojuma,2026-03-15 00:02:48.638,R4,Auto,17.98,Ja
61,Ierasanas krustojuma,2026-03-15 00:04:35.955,R2,Auto,2.24,Ja
61,Gaidisana pie luksofora,2026-03-15 00:04:37.755,R2,Auto,2.24,Ja
61,Krustojuma skersosana,2026-03-15 00:04:40.000,R2,Auto,2.24,Ja
61,Izbrauksana no krustojuma,2026-03-15 00:04:49.115,R2,Auto,2.24,Ja
62,Ierasanas krustojuma,2026-03-15 00:02:37.656,R4,Auto,6.35,Ja
62,Gaidisana pie luksofora,2026-03-15 00:02:38.645,R4,Auto,6.35,Ja
62,Krustojuma skersosana,2026-03-15 00:02:45.000,R4,Auto,6.35,Ja
62,Izbrauksana no krustojuma,2026-03-15 00:02:50.435,R4,Auto,6.35,Ja
63,Ierasanas krustojuma,2026-03-15 00:03:42.879,R3,Auto,11.01,Ja
63,Gaidisana pie luksofora,2026-03-15 00:03:43.987,R3,Auto,11.01,Ja
63,Krustojuma skersosana,2026-03-15 00:03:55.000,R3,Auto,11.01,Ja
63,Izbrauksana no krustojuma,2026-03-15 00:04:04.082,R3,Auto,11.01,Ja
64,Ierasanas krustojuma,2026-03-15 00:02:46.906,R1,Auto,41.11,Ja
64,Gaidisana pie luksofora,2026-03-15 00:02:48.892,R1,Auto,41.11,Ja
64,Krustojuma skersosana,2026-03-15 00:03:30.000,R1,Auto,41.11,Ja
64,Izbrauksana no krustojuma,2026-03-15 00:03:36.233,R1,Auto,41.11,Ja
65,Ierasanas krustojuma,2026-03-15 00:02:38.262,R4,Auto,5.73,Ja
65,Gaidisana pie luksofora,2026-03-15 00:02:39.271,R4,Auto,5.73,Ja
65,Krustojuma skersosana,2026-03-15 00:02:45.000,R4,Auto,5.73,Ja
65,Izbrauksana no krustojuma,2026-03-15 00:02:51.534,R4,Auto,5.73,Ja
66,Ierasanas krustojuma,2026-03-15 00:02:42.082,R4,Auto,1.84,Ja
66,Gaidisana pie luksofora,2026-03-15 00:02:43.161,R4,Auto,1.84,Ja
66,Krustojuma skersosana,2026-03-15 00:02:45.000,R4,Auto,1.84,Ja
66,Izbrauksana no krustojuma,2026-03-15 00:02:52.847,R4,Auto,1.84,Ja
67,Ierasanas krustojuma,2026-03-15 00:03:06.851,R7,Auto,0.0,Ne
67,Gaidisana pie luksofora,2026-03-15 00:03:08.223,R7,Auto,0.0,Ne
67,Krustojuma skersosana,2026-03-15 00:03:08.223,R7,Auto,0.0,Ne
67,Izbrauksana no krustojuma,2026-03-15 00:03:11.858,R7,Auto,0.0,Ne
68,Ierasanas krustojuma,2026-03-15 00:02:42.192,R4,Auto,1.68,Ja
68,Gaidisana pie luksofora,2026-03-15 00:02:43.320,R4,Auto,1.68,Ja
68,Krustojuma skersosana,2026-03-15 00:02:45.000,R4,Auto,1.68,Ja
68,Izbrauksana no krustojuma,2026-03-15 00:02:54.346,R4,Auto,1.68,Ja
69,Ierasanas krustojuma,2026-03-15 00:02:46.381,R4,Auto,0.0,Ne
69,Gaidisana pie luksofora,2026-03-15 00:02:47.424,R4,Auto,0.0,Ne
69,Krustojuma skersosana,2026-03-15 00:02:47.424,R4,Auto,0.0,Ne
69,Izbrauksana no krustojuma,2026-03-15 00:02:55.905,R4,Auto,0.0,Ne
70,Ierasanas krustojuma,2026-03-15 00:03:09.696,R4,Auto,0.0,Ne
70,Gaidisana pie luksofora,2026-03-15 00:03:10.661,R4,Auto,0.0,Ne
70,Krustojuma skersosana,2026-03-15 00:03:10.661,R4,Auto,0.0,Ne
70,Izbrauksana no krustojuma,2026-03-15 00:03:14.418,R4,Auto,0.0,Ne
71,Ierasanas krustojuma,2026-03-15 00:05:15.884,R1,Auto,32.37,Ja
71,Gaidisana pie luksofora,2026-03-15 00:05:17.628,R1,Auto,32.37,Ja
71,Krustojuma skersosana,2026-03-15 00:05:49.999,R1,Auto,32.37,Ja
71,Izbrauksana no krustojuma,2026-03-15 00:05:56.059,R1,Auto,32.37,Ja
72,Ierasanas krustojuma,2026-03-15 00:06:00.000,R7,Autobuss,13.65,Ja
72,Gaidisana pie luksofora,2026-03-15 00:06:01.347,R7,Autobuss,13.65,Ja
72,Krustojuma skersosana,2026-03-15 00:06:15.000,R7,Autobuss,13.65,Ja
72,Izbrauksana no krustojuma,2026-03-15 00:06:21.369,R7,Autobuss,13.65,Ja
73,Ierasanas krustojuma,2026-03-15 00:16:00.000,R4,Autobuss,0.0,Ne
73,Gaidisana pie luksofora,2026-03-15 00:16:01.023,R4,Autobuss,0.0,Ne
73,Krustojuma skersosana,2026-03-15 00:16:01.023,R4,Autobuss,0.0,Ne
73,Izbrauksana no krustojuma,2026-03-15 00:16:04.610,R4,Autobuss,0.0,Ne
74,Ierasanas krustojuma,2026-03-15 00:03:10.911,R7,Auto,0.0,Ne
74,Gaidisana pie luksofora,2026-03-15 00:03:11.933,R7,Auto,0.0,Ne
74,Krustojuma skersosana,2026-03-15 00:03:11.933,R7,Auto,0.0,Ne
74,Izbrauksana no krustojuma,2026-03-15 00:03:15.698,R7,Auto,0.0,Ne
75,Ierasanas krustojuma,2026-03-15 00:03:15.406,R4,Auto,0.0,Ne
75,Gaidisana pie luksofora,2026-03-15 00:03:16.368,R4,Auto,0.0,Ne
75,Krustojuma skersosana,2026-03-15 00:03:16.368,R4,Auto,0.0,Ne
75,Izbrauksana no krustojuma,2026-03-15 00:03:20.142,R4,Auto,0.0,Ne
76,Ierasanas krustojuma,2026-03-15 00:03:44.955,R7,Auto,9.01,Ja
76,Gaidisana pie luksofora,2026-03-15 00:03:45.987,R7,Auto,9.01,Ja
76,Krustojuma skersosana,2026-03-15 00:03:55.000,R7,Auto,9.01,Ja
76,Izbrauksana no krustojuma,2026-03-15 00:03:58.698,R7,Auto,9.01,Ja
77,Ierasanas krustojuma,2026-03-15 00:03:15.975,R4,Auto,0.0,Ne
77,Gaidisana pie luksofora,2026-03-15 00:03:17.099,R4,Auto,0.0,Ne
77,Krustojuma skersosana,2026-03-15 00:03:17.099,R4,Auto,0.0,Ne
77,Izbrauksana no krustojuma,2026-03-15 00:03:21.752,R4,Auto,0.0,Ne
78,Ierasanas krustojuma,2026-03-15 00:03:17.374,R4,Auto,0.0,Ne
78,Gaidisana pie luksofora,2026-03-15 00:03:18.442,R4,Auto,0.0,Ne
78,Krustojuma skersosana,2026-03-15 00:03:18.442,R4,Auto,0.0,Ne
78,Izbrauksana no krustojuma,2026-03-15 00:03:23.726,R4,Auto,0.0,Ne
79,Ierasanas krustojuma,2026-03-15 00:03:24.466,R4,Auto,0.0,Ne
79,Gaidisana pie luksofora,2026-03-15 00:03:25.518,R4,Auto,0.0,Ne
79,Krustojuma skersosana,2026-03-15 00:03:25.518,R4,Auto,0.0,Ne
79,Izbrauksana no krustojuma,2026-03-15 00:03:29.259,R4,Auto,0.0,Ne
80,Ierasanas krustojuma,2026-03-15 00:03:25.544,R4,Auto,0.0,Ne
80,Gaidisana pie luksofora,2026-03-15 00:03:26.523,R4,Auto,0.0,Ne
80,Krustojuma skersosana,2026-03-15 00:03:26.523,R4,Auto,0.0,Ne
80,Izbrauksana no krustojuma,2026-03-15 00:03:30.704,R4,Auto,0.0,Ne
81,Ierasanas krustojuma,2026-03-15 00:03:41.191,R4,Auto,12.84,Ja
81,Gaidisana pie luksofora,2026-03-15 00:03:42.163,R4,Auto,12.84,Ja
81,Krustojuma skersosana,2026-03-15 00:03:55.000,R4,Auto,12.84,Ja
81,Izbrauksana no krustojuma,2026-03-15 00:03:58.686,R4,Auto,12.84,Ja
82,Ierasanas krustojuma,2026-03-15 00:03:58.677,R4,Auto,0.0,Ne
82,Gaidisana pie luksofora,2026-03-15 00:03:59.734,R4,Auto,0.0,Ne
82,Krustojuma skersosana,2026-03-15 00:03:59.734,R4,Auto,0.0,Ne
82,Izbrauksana no krustojuma,2026-03-15 00:04:04.003,R4,Auto,0.0,Ne
83,Ierasanas krustojuma,2026-03-15 00:03:56.158,R3,Auto,0.0,Ne
83,Gaidisana pie luksofora,2026-03-15 00:03:57.143,R3,Auto,0.0,Ne
83,Krustojuma skersosana,2026-03-15 00:03:57.143,R3,Auto,0.0,Ne
83,Izbrauksana no krustojuma,2026-03-15 00:04:04.870,R3,Auto,0.0,Ne
84,Ierasanas krustojuma,2026-03-15 00:04:02.405,R7,Auto,0.0,Ne
84,Gaidisana pie luksofora,2026-03-15 00:04:03.464,R7,Auto,0.0,Ne
84,Krustojuma skersosana,2026-03-15 00:04:03.464,R7,Auto,0.0,Ne
84,Izbrauksana no krustojuma,2026-03-15 00:04:07.389,R7,Auto,0.0,Ne
85,Ierasanas krustojuma,2026-03-15 00:05:47.355,R3,Auto,26.47,Ja
85,Gaidisana pie luksofora,2026-03-15 00:05:48.532,R3,Auto,26.47,Ja
85,Krustojuma skersosana,2026-03-15 00:06:15.000,R3,Auto,26.47,Ja
85,Izbrauksana no krustojuma,2026-03-15 00:06:23.034,R3,Auto,26.47,Ja
86,Ierasanas krustojuma,2026-03-15 00:04:01.018,R4,Auto,0.0,Ne
86,Gaidisana pie luksofora,2026-03-15 00:04:02.052,R4,Auto,0.0,Ne
86,Krustojuma skersosana,2026-03-15 00:04:02.052,R4,Auto,0.0,Ne
86,Izbrauksana no krustojuma,2026-03-15 00:04:05.998,R4,Auto,0.0,Ne
87,Ierasanas krustojuma,2026-03-15 00:04:17.818,R4,Auto,0.0,Ne
87,Gaidisana pie luksofora,2026-03-15 00:04:18.912,R4,Auto,0.0,Ne
87,Krustojuma skersosana,2026-03-15 00:04:18.912,R4,Auto,0.0,Ne
87,Izbrauksana no krustojuma,2026-03-15 00:04:22.613,R4,Auto,0.0,Ne
